Local time in Ciampino (airport);Temp_dcelsius;Wind_speed;Dewpoint_temp
19.07.2017 08:00;22.00;2;14.04
19.07.2017 05:00;19.05;1;12.08
19.07.2017 02:00;21.03;2;17.07
18.07.2017 23:00;22.04;0;19.01
18.07.2017 20:00;26.09.00;2;16.04
18.07.2017 17:00;29.09.00;4;10.00
18.07.2017 14:00;30.02.00;3;11.00
18.07.2017 11:00;28.03.00;2;12.04
18.07.2017 08:00;23.05;1;8.04
18.07.2017 05:00;19.03;1;10.02
18.07.2017 02:00;20.07;1;8.08
17.07.2017 23:00;23.06;4;16.01
17.07.2017 20:00;25.04.00;4;15.07
17.07.2017 17:00;28.08.00;6;10.07
17.07.2017 14:00;30.00.00;2;4.04
17.07.2017 11:00;27.02.00;5;5.06
17.07.2017 08:00;21.05;4;7.04
17.07.2017 05:00;19.02;3;4.05
17.07.2017 02:00;20.01;3;6.07
16.07.2017 23:00;22.08;4;7.01
16.07.2017 20:00;27.01.00;3;13.06
16.07.2017 17:00;28.02.00;4;13.03
16.07.2017 14:00;30.02.00;4;5.09
16.07.2017 11:00;27.08.00;5;6.00
16.07.2017 08:00;23.07;4;10.00
16.07.2017 05:00;22.07;4;11.00
16.07.2017 02:00;24.01.00;2;14.01
15.07.2017 23:00;25.08.00;3;15.04
15.07.2017 20:00;28.08.00;3;15.08
15.07.2017 17:00;31.05.00;4;18.08
15.07.2017 14:00;29.07.00;4;20.05
15.07.2017 11:00;29.06.00;2;16.07
15.07.2017 08:00;24.08.00;3;17.01
15.07.2017 05:00;22.00;2;17.03
15.07.2017 02:00;23.09;2;20.07
14.07.2017 23:00;24.08.00;2;20.05
14.07.2017 20:00;28.01.00;2;18.02
14.07.2017 17:00;30.08.00;4;16.08
14.07.2017 14:00;31.08.00;2;18.08
14.07.2017 11:00;29.07.00;3;18.09
14.07.2017 08:00;25.01.00;1;20.03
14.07.2017 05:00;22.00;1;19.04
14.07.2017 02:00;22.06;1;20.08
13.07.2017 23:00;24.05.00;3;20.08
13.07.2017 20:00;27.03.00;3;19.01
13.07.2017 17:00;31.05.00;4;17.04
13.07.2017 14:00;33.07.00;3;16.06
13.07.2017 11:00;31.05.00;2;14.04
13.07.2017 08:00;25.02.00;1;21.06
13.07.2017 05:00;22.04;1;21.05
13.07.2017 02:00;23.05;0;21.07
12.07.2017 23:00;25.01.00;1;20.05
12.07.2017 20:00;28.06.00;2;20.02
12.07.2017 17:00;32.09.00;3;15.01
12.07.2017 14:00;32.03.00;3;16.07
12.07.2017 11:00;31.00.00;4;14.06
12.07.2017 08:00;25.05.00;1;17.06
12.07.2017 05:00;20.09;1;15.06
12.07.2017 02:00;21.03;2;12.01
11.07.2017 23:00;24.08.00;2;19.01
11.07.2017 20:00;29.00.00;4;13.05
11.07.2017 17:00;31.07.00;5;14.00
11.07.2017 14:00;33.07.00;5;16.01
11.07.2017 11:00;30.08.00;3;14.06
11.07.2017 08:00;25.00.00;1;18.04
11.07.2017 05:00;21.04;2;16.05
11.07.2017 02:00;22.02;1;15.01
10.07.2017 23:00;24.09.00;3;21.03
10.07.2017 20:00;28.05.00;5;17.01
10.07.2017 17:00;31.06.00;5;15.07
10.07.2017 14:00;32.07.00;7;12.05
10.07.2017 11:00;30.09.00;6;11.06
10.07.2017 08:00;28.07.00;3;5.09
10.07.2017 05:00;23.07;3;4.09
10.07.2017 02:00;24.01.00;1;7.03
09.07.2017 23:00;26.07.00;4;7.09
09.07.2017 20:00;29.09.00;3;9.08
09.07.2017 17:00;34.00.00;3;6.01
09.07.2017 14:00;34.01.00;3;9.07
09.07.2017 11:00;30.00.00;2;15.00
09.07.2017 08:00;24.03.00;2;10.03
09.07.2017 05:00;20.09;2;8.08
09.07.2017 02:00;22.02;1;8.08
08.07.2017 23:00;24.08.00;1;15.02
08.07.2017 20:00;29.05.00;2;12.08
08.07.2017 17:00;32.09.00;4;10.00
08.07.2017 14:00;34.05.00;4;9.01
08.07.2017 11:00;32.03.00;1;7.03
08.07.2017 08:00;25.03.00;1;10.02
08.07.2017 05:00;21.03;1;8.08
08.07.2017 02:00;22.02;1;9.03
07.07.2017 23:00;24.08.00;1;11.09
07.07.2017 20:00;30.02.00;2;9.09
07.07.2017 17:00;33.09.00;5;9.04
07.07.2017 14:00;34.06.00;4;6.06
07.07.2017 11:00;31.05.00;2;9.00
07.07.2017 08:00;25.01.00;1;10.05
07.07.2017 05:00;21.04;2;9.09
07.07.2017 02:00;21.06;2;9.02
06.07.2017 23:00;24.02.00;2;9.00
06.07.2017 20:00;29.08.00;2;9.01
06.07.2017 17:00;32.04.00;7;11.00
06.07.2017 14:00;33.04.00;6;9.08
06.07.2017 11:00;30.09.00;3;9.07
06.07.2017 08:00;24.02.00;2;12.00
06.07.2017 05:00;20.03;1;12.03
06.07.2017 02:00;20.08;2;11.08
05.07.2017 23:00;23.08;1;11.04
05.07.2017 20:00;29.06.00;4;11.02
05.07.2017 17:00;32.09.00;5;11.03
05.07.2017 14:00;33.08.00;5;9.09
05.07.2017 11:00;30.04.00;3;11.02
05.07.2017 08:00;24.07.00;3;14.04
05.07.2017 05:00;20.06;1;12.05
05.07.2017 02:00;20.07;2;12.03
04.07.2017 23:00;23.05;1;17.06
04.07.2017 20:00;27.08.00;1;17.04
04.07.2017 17:00;29.03.00;4;15.03
04.07.2017 14:00;30.02.00;4;11.08
04.07.2017 11:00;28.07.00;2;10.02
04.07.2017 08:00;24.05.00;1;13.03
04.07.2017 05:00;20.05;1;11.03
04.07.2017 02:00;23.09;1;11.09
03.07.2017 23:00;23.04;2;14.01
03.07.2017 20:00;27.04.00;3;13.05
03.07.2017 17:00;29.06.00;4;11.08
03.07.2017 14:00;29.04.00;2;10.02
03.07.2017 11:00;28.01.00;4;10.03
03.07.2017 08:00;21.08;4;10.02
03.07.2017 05:00;17.08;3;12.02
03.07.2017 02:00;19.01;2;12.05
02.07.2017 23:00;20.07;1;13.08
02.07.2017 20:00;24.03.00;4;12.01
02.07.2017 17:00;26.03.00;6;11.07
02.07.2017 14:00;28.00.00;6;8.09
02.07.2017 11:00;24.08.00;3;8.01
02.07.2017 08:00;18.09;4;9.08
02.07.2017 05:00;17.03;2;10.08
02.07.2017 02:00;18.05;1;12.09
01.07.2017 23:00;19.07;1;13.06
01.07.2017 20:00;23.05;4;12.08
01.07.2017 17:00;26.07.00;6;10.05
01.07.2017 14:00;26.05.00;4;8.04
01.07.2017 11:00;22.01;5;13.00
01.07.2017 08:00;18.01;3;15.03
01.07.2017 05:00;18.01;1;14.05
01.07.2017 02:00;18.05;1;14.07
30.06.2017 23:00;22.00;2;15.00
30.06.2017 20:00;23.07;2;16.02
30.06.2017 17:00;26.01.00;5;16.04
30.06.2017 14:00;28.08.00;4;17.08
30.06.2017 11:00;28.04.00;5;17.02
30.06.2017 08:00;24.09.00;6;17.03
30.06.2017 05:00;23.02;5;19.03
30.06.2017 02:00;23.03;5;19.04
29.06.2017 23:00;23.08;5;19.04
29.06.2017 20:00;26.04.00;4;15.08
29.06.2017 17:00;28.00.00;3;13.08
29.06.2017 14:00;28.03.00;5;14.07
29.06.2017 11:00;26.06.00;4;16.01
29.06.2017 08:00;25.00.00;4;16.01
29.06.2017 05:00;22.04;3;18.01
29.06.2017 02:00;23.06;1;18.07
28.06.2017 23:00;25.05.00;6;20.04
28.06.2017 20:00;27.06.00;9;16.07
28.06.2017 17:00;28.07.00;10;20.05
28.06.2017 11:00;28.05.00;8;16.06
28.06.2017 05:00;23.08;3;19.01
28.06.2017 02:00;24.04.00;4;20.07
27.06.2017 23:00;25.04.00;3;19.06
27.06.2017 20:00;27.01.00;3;19.06
27.06.2017 17:00;30.01.00;6;19.05
27.06.2017 14:00;30.01.00;9;17.02
27.06.2017 11:00;31.05.00;7;13.05
27.06.2017 08:00;27.03.00;1;15.08
27.06.2017 05:00;26.07.00;5;17.06
27.06.2017 02:00;23.03;2;20.08
26.06.2017 23:00;24.01.00;1;20.06
26.06.2017 20:00;27.02.00;3;19.07
26.06.2017 17:00;30.09.00;4;17.04
26.06.2017 14:00;31.00.00;4;18.08
26.06.2017 11:00;30.03.00;2;15.09
26.06.2017 08:00;26.01.00;0;16.05
26.06.2017 05:00;21.05;2;16.00
26.06.2017 02:00;22.04;1;16.00
25.06.2017 23:00;23.09;2;16.08
25.06.2017 20:00;27.04.00;2;16.01
25.06.2017 17:00;29.01.00;4;19.05
25.06.2017 14:00;30.03.00;5;15.01
25.06.2017 11:00;29.06.00;3;15.05
25.06.2017 08:00;24.08.00;1;18.05
25.06.2017 05:00;20.07;2;16.06
25.06.2017 02:00;22.04;2;19.03
24.06.2017 23:00;23.08;1;21.01
24.06.2017 20:00;26.06.00;2;20.07
24.06.2017 17:00;29.04.00;4;19.07
24.06.2017 14:00;30.08.00;3;19.05
24.06.2017 11:00;28.05.00;1;16.09
24.06.2017 08:00;23.05;1;19.09
24.06.2017 05:00;19.06;2;14.03
24.06.2017 02:00;20.00;2;13.02
23.06.2017 23:00;22.09;1;20.05
23.06.2017 20:00;27.00.00;2;17.06
23.06.2017 17:00;29.08.00;3;14.04
23.06.2017 14:00;30.09.00;3;12.09
23.06.2017 11:00;28.02.00;2;13.07
23.06.2017 08:00;23.06;1;15.05
23.06.2017 05:00;20.00;2;15.08
23.06.2017 02:00;21.03;2;12.09
22.06.2017 23:00;24.02.00;1;13.08
22.06.2017 20:00;27.08.00;3;10.09
22.06.2017 17:00;30.01.00;5;12.07
22.06.2017 14:00;31.07.00;5;14.08
22.06.2017 11:00;29.00.00;3;12.08
22.06.2017 08:00;23.00;2;16.04
22.06.2017 05:00;19.02;2;15.00
22.06.2017 02:00;20.05;2;14.00
21.06.2017 23:00;23.05;1;15.09
21.06.2017 20:00;27.03.00;2;12.07
21.06.2017 17:00;29.07.00;4;12.02
21.06.2017 14:00;29.02.00;5;11.06
21.06.2017 11:00;28.01.00;3;13.08
21.06.2017 08:00;22.05;2;18.03
21.06.2017 05:00;19.00;2;14.03
21.06.2017 02:00;19.08;2;12.00
20.06.2017 23:00;21.09;1;17.06
20.06.2017 20:00;26.08.00;2;13.09
20.06.2017 17:00;28.04.00;4;14.06
20.06.2017 14:00;30.06.00;4;14.03
20.06.2017 11:00;29.06.00;2;9.00
20.06.2017 08:00;22.09;1;10.05
20.06.2017 05:00;19.08;2;8.02
20.06.2017 02:00;19.09;2;9.05
19.06.2017 23:00;21.00;1;13.04
19.06.2017 20:00;26.01.00;3;13.08
19.06.2017 17:00;28.03.00;4;12.08
19.06.2017 14:00;28.08.00;4;11.07
19.06.2017 11:00;27.02.00;1;9.03
19.06.2017 08:00;21.09;2;8.08
19.06.2017 05:00;17.08;1;9.03
19.06.2017 02:00;19.04;2;11.05
18.06.2017 23:00;22.03;3;15.02
18.06.2017 20:00;24.03.00;4;16.01
18.06.2017 17:00;26.08.00;5;14.06
18.06.2017 14:00;29.05.00;3;4.07
18.06.2017 11:00;27.07.00;4;5.06
18.06.2017 08:00;23.06;3;10.08
18.06.2017 05:00;20.07;3;12.06
18.06.2017 02:00;21.08;1;17.09
17.06.2017 23:00;24.00.00;1;18.00
17.06.2017 20:00;25.09.00;3;19.03
17.06.2017 17:00;28.08.00;5;18.04
17.06.2017 14:00;32.03.00;4;18.05
17.06.2017 11:00;29.07.00;2;16.09
17.06.2017 08:00;24.04.00;2;20.03
17.06.2017 05:00;20.08;2;17.06
17.06.2017 02:00;22.01;1;18.09
16.06.2017 23:00;23.08;2;19.07
16.06.2017 20:00;27.09.00;3;18.05
16.06.2017 17:00;29.05.00;4;19.03
16.06.2017 14:00;30.09.00;3;19.08
16.06.2017 11:00;28.05.00;1;16.09
16.06.2017 08:00;24.00.00;0;17.04
16.06.2017 05:00;19.09;2;14.02
16.06.2017 02:00;20.06;2;14.04
15.06.2017 23:00;22.08;1;20.00
15.06.2017 20:00;26.05.00;2;15.06
15.06.2017 17:00;29.09.00;4;14.00
15.06.2017 14:00;31.07.00;3;12.00
15.06.2017 11:00;29.01.00;1;7.09
15.06.2017 08:00;24.07.00;1;10.04
15.06.2017 05:00;19.01;2;9.01
15.06.2017 02:00;20.00;1;12.01
14.06.2017 23:00;22.06;1;17.02
14.06.2017 20:00;27.02.00;2;13.05
14.06.2017 17:00;29.05.00;3;13.03
14.06.2017 14:00;30.07.00;3;14.03
14.06.2017 11:00;27.07.00;2;15.04
14.06.2017 08:00;23.04;1;13.07
14.06.2017 05:00;18.08;0;12.04
14.06.2017 02:00;19.03;2;13.05
13.06.2017 23:00;21.07;1;19.02
13.06.2017 20:00;25.09.00;2;15.03
13.06.2017 17:00;29.02.00;3;13.07
13.06.2017 14:00;29.04.00;4;14.07
13.06.2017 11:00;28.06.00;3;9.09
13.06.2017 08:00;23.02;1;10.09
13.06.2017 05:00;18.08;1;9.06
13.06.2017 02:00;20.01;1;9.02
12.06.2017 23:00;21.03;0;15.01
12.06.2017 20:00;26.02.00;2;7.03
12.06.2017 17:00;28.08.00;4;7.03
12.06.2017 14:00;29.04.00;4;7.05
12.06.2017 11:00;28.01.00;2;8.02
12.06.2017 08:00;22.06;2;10.08
12.06.2017 05:00;20.02;1;9.05
12.06.2017 02:00;20.08;1;8.05
11.06.2017 23:00;22.05;2;8.07
11.06.2017 20:00;27.05.00;2;11.06
11.06.2017 17:00;29.08.00;3;12.03
11.06.2017 14:00;29.09.00;4;13.02
11.06.2017 11:00;29.04.00;3;10.07
11.06.2017 08:00;21.08;1;12.00
11.06.2017 05:00;18.09;2;12.03
11.06.2017 02:00;18.09;1;14.03
10.06.2017 23:00;20.05;1;12.08
10.06.2017 20:00;25.01.00;2;11.04
10.06.2017 17:00;27.01.00;5;9.08
10.06.2017 14:00;29.00.00;3;10.09
10.06.2017 11:00;26.02.00;1;12.06
10.06.2017 08:00;21.09;2;14.01
10.06.2017 05:00;17.02;2;13.00
10.06.2017 02:00;18.00;1;10.07
09.06.2017 23:00;20.08;1;16.05
09.06.2017 20:00;24.03.00;2;15.01
09.06.2017 17:00;26.04.00;3;14.03
09.06.2017 14:00;27.04.00;3;15.06
09.06.2017 11:00;25.09.00;3;15.04
09.06.2017 08:00;20.00;2;11.07
09.06.2017 05:00;16.09;1;10.06
09.06.2017 02:00;18.02;2;9.05
08.06.2017 23:00;19.08;2;10.09
08.06.2017 20:00;24.06.00;3;14.03
08.06.2017 17:00;27.03.00;4;11.08
08.06.2017 14:00;28.06.00;4;13.00
08.06.2017 11:00;25.03.00;1;13.01
08.06.2017 08:00;19.04;1;11.07
08.06.2017 05:00;15.05;0;12.06
08.06.2017 02:00;17.04;2;13.05
07.06.2017 23:00;19.03;2;15.04
07.06.2017 20:00;21.09;4;15.01
07.06.2017 17:00;24.09.00;5;13.08
07.06.2017 14:00;27.08.00;5;14.02
07.06.2017 11:00;24.07.00;4;15.02
07.06.2017 08:00;21.01;3;16.01
07.06.2017 05:00;19.01;1;16.06
07.06.2017 02:00;19.08;1;15.08
06.06.2017 23:00;20.07;2;16.09
06.06.2017 20:00;23.03;3;16.00
06.06.2017 17:00;26.02.00;5;12.07
06.06.2017 14:00;27.03.00;5;12.05
06.06.2017 11:00;25.05.00;4;15.06
06.06.2017 08:00;21.05;1;18.02
06.06.2017 05:00;20.05;1;18.07
06.06.2017 02:00;20.07;2;16.06
05.06.2017 23:00;23.01;1;14.09
05.06.2017 20:00;23.00;2;16.00
05.06.2017 17:00;27.01.00;4;11.09
05.06.2017 14:00;26.02.00;4;16.01
05.06.2017 11:00;26.04.00;3;14.04
05.06.2017 08:00;22.03;2;13.05
05.06.2017 05:00;18.05;2;13.03
05.06.2017 02:00;19.01;2;14.02
04.06.2017 23:00;20.06;1;15.08
04.06.2017 20:00;24.01.00;2;12.08
04.06.2017 17:00;27.05.00;4;10.00
04.06.2017 14:00;27.07.00;4;13.01
04.06.2017 11:00;25.01.00;2;13.00
04.06.2017 08:00;20.09;1;17.00
04.06.2017 05:00;19.00;2;17.02
04.06.2017 02:00;16.07;2;10.03
03.06.2017 23:00;19.04;2;14.05
03.06.2017 20:00;23.06;3;14.05
03.06.2017 17:00;28.01.00;3;11.07
03.06.2017 14:00;27.05.00;4;10.06
03.06.2017 11:00;25.00.00;1;7.08
03.06.2017 08:00;19.00;2;12.04
03.06.2017 05:00;15.09;1;9.00
03.06.2017 02:00;16.07;2;12.03
02.06.2017 23:00;18.09;1;14.05
02.06.2017 20:00;24.05.00;2;10.09
02.06.2017 17:00;26.02.00;3;9.08
02.06.2017 14:00;27.03.00;4;4.06
02.06.2017 11:00;25.01.00;1;9.03
02.06.2017 08:00;19.03;2;8.05
02.06.2017 05:00;15.07;1;6.04
02.06.2017 02:00;16.07;2;6.07
01.06.2017 23:00;18.08;2;10.03
01.06.2017 20:00;24.05.00;2;9.06
01.06.2017 17:00;27.07.00;4;7.04
01.06.2017 14:00;26.09.00;4;7.06
01.06.2017 11:00;24.05.00;2;7.04
01.06.2017 08:00;19.06;2;12.04
01.06.2017 05:00;16.01;1;8.05
01.06.2017 02:00;17.00;2;8.05
31.05.2017 23:00;19.00;1;9.04
31.05.2017 20:00;23.04;3;9.09
31.05.2017 17:00;25.06.00;5;9.05
31.05.2017 14:00;26.09.00;4;8.09
31.05.2017 11:00;24.08.00;2;9.00
31.05.2017 08:00;20.04;2;12.09
31.05.2017 05:00;15.05;2;8.03
31.05.2017 02:00;16.07;2;10.01
30.05.2017 23:00;18.02;2;10.02
30.05.2017 20:00;23.03;2;8.05
30.05.2017 17:00;26.02.00;3;8.03
30.05.2017 14:00;26.05.00;5;7.05
30.05.2017 11:00;25.00.00;2;6.07
30.05.2017 08:00;18.09;2;8.09
30.05.2017 05:00;15.03;2;5.03
30.05.2017 02:00;17.06;1;6.09
29.05.2017 23:00;18.06;2;9.06
29.05.2017 20:00;23.07;2;9.04
29.05.2017 17:00;25.00.00;4;7.07
29.05.2017 14:00;26.04.00;4;7.02
29.05.2017 11:00;26.01.00;3;5.07
29.05.2017 08:00;21.04;1;8.04
29.05.2017 05:00;15.01;1;7.07
29.05.2017 02:00;16.02;2;9.00
28.05.2017 23:00;19.06;2;11.01
28.05.2017 20:00;23.06;2;8.09
28.05.2017 17:00;27.00.00;6;6.07
28.05.2017 14:00;28.01.00;3;5.05
28.05.2017 11:00;25.00.00;2;6.02
28.05.2017 08:00;19.02;4;8.03
28.05.2017 05:00;15.09;1;8.05
28.05.2017 02:00;16.01;1;9.06
27.05.2017 23:00;17.07;2;9.07
27.05.2017 20:00;22.05;4;8.09
27.05.2017 14:00;26.05.00;2;5.08
27.05.2017 11:00;23.03;2;7.04
27.05.2017 08:00;18.02;3;9.09
27.05.2017 05:00;16.01;1;9.05
27.05.2017 02:00;15.05;2;10.09
26.05.2017 23:00;17.04;2;12.09
26.05.2017 20:00;21.08;3;10.09
26.05.2017 17:00;25.03.00;5;9.04
26.05.2017 14:00;24.08.00;2;4.09
26.05.2017 11:00;22.07;0;5.05
26.05.2017 08:00;16.07;2;7.04
26.05.2017 05:00;15.01;0;8.01
26.05.2017 02:00;15.04;0;12.07
25.05.2017 23:00;17.05;2;14.00
25.05.2017 20:00;21.04;2;13.09
25.05.2017 17:00;23.08;4;13.01
25.05.2017 11:00;21.03;1;13.00
25.05.2017 08:00;17.00;3;10.04
25.05.2017 05:00;15.04;2;11.00
25.05.2017 02:00;15.04;2;10.08
24.05.2017 23:00;18.07;1;9.08
24.05.2017 20:00;22.06;2;8.05
24.05.2017 17:00;24.00.00;3;8.08
24.05.2017 14:00;27.03.00;4;12.06
24.05.2017 11:00;24.04.00;1;12.00
24.05.2017 08:00;19.00;1;12.04
24.05.2017 05:00;14.03;1;10.00
24.05.2017 02:00;15.06;2;11.01
23.05.2017 23:00;18.04;1;14.07
23.05.2017 17:00;24.07.00;4;12.00
23.05.2017 14:00;26.00.00;4;10.08
23.05.2017 11:00;24.00.00;2;9.03
23.05.2017 08:00;18.04;1;10.00
23.05.2017 05:00;13.00;2;9.02
23.05.2017 02:00;16.05;1;9.06
22.05.2017 23:00;17.06;1;9.08
22.05.2017 20:00;21.01;2;9.09
22.05.2017 17:00;24.07.00;4;9.04
22.05.2017 14:00;25.08.00;3;8.06
22.05.2017 11:00;23.08;2;9.07
22.05.2017 08:00;18.06;1;11.03
22.05.2017 05:00;13.07;1;9.01
22.05.2017 02:00;14.05;1;9.04
21.05.2017 23:00;16.08;1;10.04
21.05.2017 20:00;21.09;4;9.02
21.05.2017 17:00;23.02;6;8.06
21.05.2017 14:00;23.03;8;8.07
21.05.2017 11:00;21.00;7;10.02
21.05.2017 08:00;14.09;4;10.02
21.05.2017 05:00;13.09;2;9.05
21.05.2017 02:00;13.01;3;10.06
20.05.2017 23:00;14.09;1;10.07
20.05.2017 20:00;18.05;3;13.02
20.05.2017 17:00;20.05;6;10.04
20.05.2017 14:00;19.06;2;13.05
20.05.2017 11:00;19.08;3;13.07
20.05.2017 08:00;17.08;2;14.09
20.05.2017 05:00;14.06;1;11.04
20.05.2017 02:00;14.00;6;11.06
19.05.2017 23:00;19.07;4;14.01
19.05.2017 20:00;21.03;5;11.04
19.05.2017 17:00;23.06;5;10.03
19.05.2017 14:00;25.04.00;6;8.07
19.05.2017 11:00;24.02.00;5;10.04
19.05.2017 08:00;21.03;3;8.04
19.05.2017 05:00;17.01;3;6.04
19.05.2017 02:00;16.09;2;6.00
18.05.2017 23:00;18.03;1;8.04
18.05.2017 20:00;22.03;2;9.03
18.05.2017 17:00;25.09.00;3;6.01
18.05.2017 14:00;26.01.00;5;6.04
18.05.2017 11:00;25.01.00;3;7.01
18.05.2017 08:00;20.04;2;9.03
18.05.2017 05:00;19.09;3;6.06
18.05.2017 02:00;18.09;1;8.00
17.05.2017 23:00;20.02;1;8.08
17.05.2017 20:00;22.03;3;10.01
17.05.2017 17:00;26.04.00;4;7.01
17.05.2017 14:00;26.08.00;5;9.01
17.05.2017 11:00;26.00.00;2;7.08
17.05.2017 08:00;18.06;5;8.05
17.05.2017 05:00;16.04;4;7.07
17.05.2017 02:00;18.02;2;7.03
16.05.2017 23:00;20.09;3;8.00
16.05.2017 20:00;24.00.00;1;12.08
16.05.2017 17:00;24.06.00;5;10.08
16.05.2017 14:00;27.03.00;4;9.04
16.05.2017 11:00;23.03;4;11.01
16.05.2017 08:00;16.06;4;10.08
16.05.2017 05:00;14.05;1;10.08
16.05.2017 02:00;16.00;1;11.02
15.05.2017 23:00;16.07;2;12.01
15.05.2017 20:00;20.05;2;13.08
15.05.2017 17:00;23.09;7;9.08
15.05.2017 14:00;25.03.00;4;9.05
15.05.2017 11:00;23.09;3;8.01
15.05.2017 08:00;17.08;3;13.09
15.05.2017 05:00;15.00;3;14.04
15.05.2017 02:00;16.05;1;14.07
14.05.2017 23:00;16.02;1;14.05
14.05.2017 20:00;18.06;2;14.04
14.05.2017 17:00;22.07;3;12.09
14.05.2017 14:00;23.04;3;13.02
14.05.2017 11:00;21.07;4;13.06
14.05.2017 08:00;18.03;2;10.07
14.05.2017 05:00;14.00;3;9.09
13.05.2017 23:00;16.04;2;13.09
13.05.2017 20:00;20.02;2;11.04
13.05.2017 17:00;23.04;4;9.00
13.05.2017 14:00;22.09;3;12.05
13.05.2017 11:00;21.06;4;13.01
13.05.2017 08:00;17.08;3;13.04
13.05.2017 05:00;15.07;2;12.01
13.05.2017 02:00;17.06;1;11.09
12.05.2017 23:00;18.06;2;13.06
12.05.2017 20:00;20.03;1;12.09
12.05.2017 17:00;23.03;4;14.00
12.05.2017 14:00;27.00.00;3;10.03
12.05.2017 11:00;23.09;1;13.02
12.05.2017 08:00;19.05;3;14.04
12.05.2017 05:00;16.01;1;11.07
12.05.2017 02:00;20.02;3;11.02
11.05.2017 23:00;22.00;3;8.07
11.05.2017 20:00;21.02;2;10.03
11.05.2017 17:00;24.03.00;5;8.06
11.05.2017 11:00;24.04.00;7;8.01
11.05.2017 08:00;17.09;2;8.08
11.05.2017 05:00;14.01;1;6.06
11.05.2017 02:00;12.04;1;8.05
10.05.2017 23:00;16.05;2;11.00
10.05.2017 20:00;17.08;3;11.02
10.05.2017 17:00;20.02;6;10.01
10.05.2017 14:00;22.04;3;9.05
10.05.2017 11:00;20.02;3;9.04
10.05.2017 08:00;16.06;1;11.09
10.05.2017 05:00;12.06;2;10.00
10.05.2017 02:00;15.02;2;12.07
09.05.2017 23:00;13.07;2;10.00
09.05.2017 20:00;18.07;3;8.04
09.05.2017 17:00;20.09;5;8.03
09.05.2017 14:00;21.04;5;10.08
09.05.2017 11:00;17.08;2;8.00
09.05.2017 08:00;13.03;2;9.02
09.05.2017 05:00;9.06;1;8.01
09.05.2017 02:00;11.01;3;8.00
08.05.2017 23:00;12.08;4;9.05
08.05.2017 20:00;13.04;7;11.02
08.05.2017 17:00;19.06;5;9.07
08.05.2017 14:00;21.00;4;10.05
08.05.2017 11:00;19.05;2;9.09
08.05.2017 08:00;13.02;3;9.05
08.05.2017 05:00;11.00;2;9.04
08.05.2017 02:00;12.05;2;10.01
07.05.2017 23:00;14.08;2;9.08
07.05.2017 20:00;17.01;2;11.05
07.05.2017 17:00;20.09;3;9.00
07.05.2017 14:00;20.07;3;10.06
07.05.2017 11:00;19.01;3;9.07
07.05.2017 08:00;15.08;1;10.01
07.05.2017 05:00;13.02;2;8.08
07.05.2017 02:00;15.07;2;13.02
06.05.2017 23:00;17.04;4;13.08
06.05.2017 20:00;19.00;6;9.04
06.05.2017 17:00;23.06;5;10.02
06.05.2017 14:00;19.08;2;13.05
06.05.2017 11:00;22.00;3;8.08
06.05.2017 08:00;18.01;3;10.05
06.05.2017 05:00;11.08;1;9.00
06.05.2017 02:00;12.08;2;8.07
05.05.2017 23:00;14.01;1;10.02
05.05.2017 20:00;18.02;2;10.02
05.05.2017 17:00;21.03;3;11.01
05.05.2017 14:00;22.03;2;10.00
05.05.2017 11:00;19.03;2;7.09
05.05.2017 08:00;15.00;1;12.05
05.05.2017 02:00;14.07;2;11.06
04.05.2017 23:00;14.09;2;10.08
04.05.2017 20:00;16.09;2;10.01
04.05.2017 17:00;19.09;3;8.00
04.05.2017 14:00;20.03;4;9.02
04.05.2017 11:00;19.06;2;9.09
04.05.2017 08:00;15.08;1;10.07
04.05.2017 05:00;11.02;2;9.02
04.05.2017 02:00;13.01;1;10.04
03.05.2017 23:00;13.09;0;10.03
03.05.2017 20:00;16.09;2;6.09
03.05.2017 17:00;21.01;3;7.00
03.05.2017 14:00;21.02;4;7.09
03.05.2017 11:00;19.09;3;7.05
03.05.2017 08:00;13.03;1;7.07
03.05.2017 05:00;10.06;2;6.02
03.05.2017 02:00;10.09;1;6.04
02.05.2017 23:00;12.03;1;8.06
02.05.2017 20:00;17.01;2;6.03
02.05.2017 17:00;20.04;5;5.06
02.05.2017 11:00;17.07;4;10.06
02.05.2017 08:00;12.00;3;10.05
02.05.2017 05:00;9.07;1;8.05
02.05.2017 02:00;12.05;1;10.03
01.05.2017 23:00;13.08;1;10.06
01.05.2017 20:00;15.08;4;10.07
01.05.2017 17:00;18.04;7;8.00
01.05.2017 14:00;19.00;6;8.01
01.05.2017 11:00;18.03;3;6.03
01.05.2017 08:00;14.03;1;10.03
01.05.2017 05:00;8.09;2;7.08
01.05.2017 02:00;9.01;3;7.00
30.04.2017 23:00;10.03;3;7.00
30.04.2017 20:00;14.07;1;7.08
30.04.2017 17:00;18.06;3;3.04
30.04.2017 14:00;19.03;3;3.07
30.04.2017 11:00;17.03;4;9.07
30.04.2017 08:00;14.05;2;10.04
30.04.2017 05:00;9.07;2;6.09
30.04.2017 02:00;10.07;1;6.06
29.04.2017 23:00;12.08;2;7.05
29.04.2017 20:00;16.00;2;9.05
29.04.2017 17:00;20.03;3;7.01
29.04.2017 14:00;18.06;3;3.04
29.04.2017 11:00;14.01;3;4.07
